adm3_pcode,adm1_name,adm2_name,adm3_name,flood_label,area_km2,centroid_lon,centroid_lat,chirps_monthly_mean_mm,chirps_monthly_max_mm,chirps_total_mm_available_period,chirps_mean_annual_total_mm,chirps_max_annual_total_mm,chirps_mean_monsoon_total_mm,chirps_max_monsoon_total_mm,chirps_latest_12_month_total_mm,chirps_latest_12_month_mean_mm,elevation_mean_m,elevation_min_m,elevation_max_m,elevation_range_m,elevation_std_m,slope_mean_degrees,slope_max_degrees,aspect_mean_degrees,aspect_sin_mean,aspect_cos_mean,nearest_river_distance_km,river_length_km,river_density_km_per_km2,river_intersection_count,hybas_dist_sink,hybas_dist_main,hybas_sub_area_km2,hybas_up_area_km2,landcover_tiles_used_count,lc_10_tree_cover_percent,lc_20_shrubland_percent,lc_30_grassland_percent,lc_40_cropland_percent,lc_50_built_up_percent,lc_60_bare_sparse_vegetation_percent,lc_70_snow_and_ice_percent,lc_80_permanent_water_bodies_percent,lc_90_herbaceous_wetland_percent,lc_100_moss_and_lichen_percent,dominant_landcover_percent,landcover_classes_over_5_percent,worldpop_population_sum,worldpop_population_density_per_km2,worldpop_population_mean_pixel_value,worldpop_population_max_pixel_value,osm_road_length_km,osm_major_road_length_km,osm_road_segment_count,osm_road_density_km_per_km2,osm_major_road_density_km_per_km2,osm_building_count,osm_building_footprint_area_km2,osm_building_density_per_km2,osm_building_footprint_percent,osm_place_count,osm_place_density_per_km2,osm_nearest_place_distance_km
NP0437302,Gandaki,Lamjung,Bensishahar,1,127.7669066,84.38026964,28.21737533,192.893577,795.3989014,26233.52647,2186.127206,2711.161622,1852.291957,2163.411365,2388.054871,199.0045726,1153.625717,547.7980957,2580.796875,2032.998779,357.0795276,25.99693096,71.7370962,88.31974331,0.066721868,0.001957247,0.583617579,50.09461315,0.392078156,29,1290.9,1290.9,111.7,3040,1,83.13074645,0,9.778712794,4.386785102,1.012934393,0.989558984,0,0.701262272,0,0,83.13074645,2,18909.54183,148.0003103,93.15045236,1120.991821,345.4592373,54.29786671,599,2.703824069,0.424975983,9809,0.674355754,76.77261868,0.527801582,22,0.172188563,0.344384741
NP0437303,Gandaki,Lamjung,Sundarbazar,1,72.12367624,84.36933708,28.15309222,181.6650555,714.4401042,24706.44754,2058.870629,2607.118289,1664.630507,1986.614471,2259.749385,188.3124488,901.4027611,483.5,1625.181641,1141.681641,236.0010868,22.14209839,65.24399676,155.9502117,0.09118663,-0.204330487,0.111816466,36.20587659,0.501997104,16,1275.8,1275.8,166.2,3559.5,1,73.89993146,0,15.25702536,9.458533242,1.041809459,0.16449623,0,0.178204249,0,0,73.89993146,3,13153.81381,182.3785821,100.4107924,1811.843506,328.7317177,32.17819878,843,4.557889099,0.446153059,10607,0.674153041,147.066824,0.934718079,18,0.249571305,2.057259361
NP0437304,Gandaki,Lamjung,Rainas,0,72.03053383,84.49550795,28.1165802,145.7989252,601.3717855,19828.65383,1652.387819,2068.770067,1368.731447,1631.725026,1785.213424,148.7677854,918.6702271,423,1673.651733,1250.651733,313.6032271,22.45592351,58.43225802,189.4992024,-0.025243963,-0.150864875,1.249081237,44.01543371,0.611066327,23,1275.8,1275.8,306.6,306.6,1,79.97805815,0,9.133296764,9.421283598,0.548546352,0.329127811,0,0.589687329,0,0,79.97805815,3,6461.283394,89.70200622,201.9151061,398.4980469,291.6710491,19.70142708,658,4.049269575,0.273514939,6180,0.363937147,85.79694848,0.505253991,5,0.069415007,1.452119125
NP0437401,Gandaki,Lamjung,Kwhola Sothar,0,175.5825255,84.25136462,28.29146131,180.239005,701.7126617,24512.50468,2042.708723,2506.722816,1713.053671,1967.04348,2267.726981,188.9772484,1836.547341,571.6898804,4658.301758,4086.611877,825.5211418,29.54530541,68.90754187,200.2852115,-0.077285756,-0.209096394,1.139674611,74.77297936,0.425856612,45,1283.3,1283.3,197.5,197.6,1,89.0228784,0,8.542770202,0.636763214,0.157782035,0.101431308,0,0.028175363,0,1.510199482,89.0228784,2,1778.975679,10.13184925,61.34398894,243.0171509,181.6315001,17.2170819,244,1.034450892,0.098056921,1879,0.099600155,10.70152052,0.056725551,10,0.056953276,2.347765414
NP0437402,Gandaki,Lamjung,Marshyangdi,1,597.8174015,84.41610028,28.3843958,149.1533751,611.5342262,20284.85902,1690.404918,2049.476571,1453.80354,1670.888061,1834.135986,152.8446655,2903.440374,730.9385986,7484.010742,6753.072144,1182.510111,32.32877202,77.22670709,232.9882118,-0.080017333,-0.060323201,0.113184317,246.8407946,0.412903328,148,1314.2,1314.2,116.7,2545.8,1,62.85047508,0,19.84664111,0.395065844,0.055009168,4.395732622,3.483913986,0.136689448,0,8.836472745,62.85047508,3,5433.254669,9.088485305,905.5424449,1947.423706,362.8623898,25.19501046,591,0.606978634,0.042144993,5354,0.274996424,8.955911933,0.04600007,26,0.043491541,1.322760731
NP0437403,Gandaki,Lamjung,Dordi,1,351.2032486,84.54592731,28.29262592,147.7473665,597.9638127,20093.64184,1674.470153,2033.605452,1411.587814,1631.92983,1824.750251,152.0625209,2903.255745,514.0681152,7854.268555,7340.200439,1570.603275,32.01765197,75.12225642,217.4838714,-0.150717078,-0.196532845,0.36970477,134.8347137,0.383922171,77,1309.4,1309.4,190.4,190.4,1,57.36201528,0,14.8627229,0.767053496,0.067930937,7.025191056,9.903764506,0.133031418,0,9.878290405,57.36201528,5,6862.373055,19.53960586,1372.474611,3537.408936,318.250354,33.42080095,595,0.906171441,0.095160854,4934,0.235645512,14.04884499,0.067096621,0,0,9.103766803
NP0437404,Gandaki,Lamjung,Dudhapokhari,0,153.4382249,84.58612512,28.21599808,146.0666095,588.7722656,19865.0589,1655.421575,2027.332436,1406.031006,1641.069928,1815.260683,151.2717236,2123.551333,636.1405029,4829.088867,4192.948364,913.9737252,28.08915881,64.68533573,143.1059806,0.22368767,-0.297988781,0.664454006,41.41412897,0.269907508,26,1275.8,1275.8,306.6,306.6,1,78.5068609,0,14.02094037,0.851921701,0.156077258,0.832412044,0,0,0,5.631787735,78.5068609,3,1819.375793,11.85738296,202.1528659,231.1828766,272.0446076,33.70142278,644,1.772991103,0.219641636,4317,0.231902514,28.13510129,0.15113738,24,0.15641474,1.460085523
NP0438401,Gandaki,Manang,Ngisyang,0,695.6746404,84.02216646,28.65943924,102.4560016,481.4471221,13934.01621,1161.168018,1431.746497,989.0616292,1183.370139,1297.851275,108.1542729,4853.882273,2708.361572,7881.345703,5172.984131,844.0073786,30.75446625,79.15375418,33.12073465,0.039249024,0.060160281,0.432408317,243.8330567,0.350498699,125,1386.5,1386.5,158.3,158.4,2,5.340484409,0,20.43191738,0.002852823,0.021396172,34.90999344,31.1499729,1.283770291,0,6.859612587,34.90999344,5,746.6317043,1.073248414,24.88772348,90.473526,312.833682,0,519,0.449683895,0,2354,0.168539149,3.383765719,0.02422672,23,0.033061432,0.745728355
NP0438402,Gandaki,Manang,Narpa Bhumi,1,838.5487127,84.23045313,28.76938194,88.73478697,425.9881493,12067.93103,1005.660919,1303.433711,850.6802913,1063.710528,1097.582423,91.46520194,5235.329185,2870.214355,7089.217285,4219.00293,650.6539706,30.10661887,84.91768185,231.5183957,-0.050616896,-0.04023597,0.012171059,255.12406,0.30424477,94,1368,1368,276,276.2,1,0.913899778,0,12.53128985,0,0,46.34322014,36.85826288,0.211354083,0,3.141973268,46.34322014,3,0,0,0,0,145.3688045,0,209,0.173357614,0,655,0.033593212,0.781111449,0.004006113,11,0.013117902,4.152068689
NP0438403,Gandaki,Manang,Chame,1,78.95160212,84.25318307,28.51777103,131.0041255,568.0501912,17816.56107,1484.713423,1806.529336,1278.536825,1495.954697,1658.034423,138.1695352,4156.865221,2280.62915,6970.912598,4690.283447,936.2712251,32.1168965,85.02667617,16.73472176,0.153878507,0.511776769,1.298779718,21.01059094,0.266119881,18,1351.6,1351.6,417.9,726.2,1,20.76441103,0,21.81704261,0.037593985,0.037593985,18.59649123,23.47117794,0.463659148,0,14.81203008,23.47117794,5,639.5653954,8.100727258,53.29711628,77.24316406,30.44983154,0,97,0.385677184,0,892,0.058134383,11.29806079,0.073632936,6,0.075995925,3.805599321
NP0438404,Gandaki,Manang,Nason,0,710.2545327,84.41218188,28.58901687,112.5570482,509.249209,15307.75856,1275.646547,1628.490996,1099.914768,1352.236058,1403.844836,116.9870697,4430.414939,1475.997925,8037.612305,6561.61438,1079.97556,33.47138483,82.52061399,212.197481,-0.089540261,-0.142201385,0.64275516,271.6140954,0.382417968,126,1348.6,1348.6,110.6,110.6,1,15.47021571,0,26.33962897,0.006989976,0.002795991,14.43010723,29.60394794,0.412408606,0,13.73390558,29.60394794,5,881.4559174,1.241042298,220.3639793,308.1696777,131.153203,0,218,0.184656622,0,1059,0.07019181,1.491014772,0.009882628,22,0.030974811,0.760616502
NP0439101,Gandaki,Kaski,Pokhara,0,464.9639411,83.98924983,28.21043541,216.4918681,800.4149704,29442.89407,2453.574505,3078.788522,2060.024722,2445.223976,2761.177242,230.0981035,1036.532105,494,2656.56665,2162.56665,344.396386,19.04453155,69.54021036,153.5134518,0.056074468,-0.112534139,0.332286759,218.4305829,0.469779619,97,1312.4,1312.4,158.5,158.5,2,64.79566716,0.002140732,11.12324192,13.34960289,7.466872177,0.749256096,0,2.513219018,0,0,64.79566716,4,286988.2666,617.2269315,44.96134523,3957.699219,2590.445809,422.1983232,8695,5.571283234,0.908023797,140779,12.15268603,302.7740166,2.613683548,187,0.402181725,0.233674942
NP0439401,Gandaki,Kaski,Annapurna,1,418.4860874,83.82508903,28.44227216,159.4017203,589.302731,21678.63396,1806.55283,2237.770728,1496.517597,1746.990158,2072.43492,172.70291,3427.557838,824.9406738,7898.662109,7073.721436,1605.644141,32.43633035,78.77810119,155.551589,0.123049114,-0.27065217,0.621448378,154.6300448,0.369498651,75,1426.1,1426.1,147,301.7,1,47.41724997,0,9.830347609,0.593190177,0.180329814,5.886819314,23.88658204,0.071182821,0,12.13429826,47.41724997,5,8835.331298,21.11260461,304.6665965,5435.894043,548.2562516,65.43748293,1083,1.310094333,0.156367165,10901,0.640147509,26.04865569,0.152967453,212,0.506587928,1.523194139
NP0439402,Gandaki,Kaski,Machhapuchchhre,1,545.4563524,83.96096127,28.43598791,158.1181418,612.575992,21504.06729,1792.005608,2160.239382,1527.960592,1719.353469,2046.82217,170.5685142,3306.829564,1019.744202,7536.572754,6516.828552,1450.483863,32.8212826,87.68007355,207.7528036,-0.086380915,-0.164163619,0.836154911,226.1652562,0.414634929,120,1342.5,1342.5,128.8,262,2,47.77184572,0,12.85683155,1.74511513,0.112588073,9.025205201,17.35490666,0.421297305,0,10.71221036,47.77184572,5,13576.46999,24.89011253,53.03308591,334.3356323,435.5737209,30.99019769,710,0.798549176,0.056815174,9351,0.566164554,17.14344321,0.103796491,33,0.0604998,7.473268219
NP0439403,Gandaki,Kaski,Madi,1,563.7660144,84.1371035,28.3659296,165.6241511,638.3460416,22524.88456,1877.073713,2291.297425,1588.501325,1818.8261,2114.773823,176.2311519,2912.286341,517.8745117,7887.021484,7369.146973,1646.096675,30.23143346,79.51276636,184.7083393,-0.016325791,-0.198221146,0.353816995,257.3227848,0.456435433,120,1289.9,1289.9,488.9,488.9,1,64.47777993,0,9.874610907,0.812479116,0.04396532,4.635703357,14.5155901,0.175861281,0,5.464009989,64.47777993,4,2616.1819,4.640545604,218.0151583,347.4338684,451.3894539,27.82188036,534,0.800668083,0.049350049,6108,0.323894655,10.83428203,0.057451965,35,0.062082494,0.973552368
NP0439404,Gandaki,Kaski,Rupa,0,94.93831554,84.17304,28.14230567,178.9848802,703.1381836,24341.94371,2028.495309,2564.442884,1710.919515,2002.076579,2221.134997,185.0945831,770.4653402,382.6877747,1420.135986,1037.448212,208.0614337,24.17772664,64.32065703,153.61962,0.059610922,-0.120188746,0.097170551,44.68991794,0.470725836,19,1258.2,1258.2,310.2,1132.8,1,81.26574307,0,10.76826196,7.17884131,0.094458438,0.419815281,0,0.272879933,0,0,81.26574307,3,2396.761761,25.2454633,140.9859859,246.8759613,304.4465313,91.68351656,469,3.206782525,0.965716698,7701,0.405811256,81.11582722,0.427447289,23,0.242262567,2.901745181
NP0440301,Gandaki,Tanahu,Shuklagandaki,0,165.0079134,84.06652843,28.06477405,180.2112447,669.6478475,24508.72928,2042.394107,2635.313316,1710.852275,1999.110443,2171.136888,180.928074,754.1431977,430.5,1542.427002,1111.927002,200.080778,23.00790889,63.75401637,184.2271677,-0.008197189,-0.110904488,0.129100256,82.26603266,0.498558105,37,1287.2,1287.2,27.3,1169.5,2,81.97807493,0.006023371,5.848692929,9.029032647,1.716660643,0.716781111,0,0.704734369,0,0,81.97807493,3,29030.02899,175.931132,44.93812538,301.4515686,647.9218233,76.70291231,1642,3.926610608,0.464843841,15622,1.019684836,94.67424728,0.617961172,20,0.121206308,0.728177869
NP0440302,Gandaki,Tanahu,Byas,0,248.0193523,84.28524889,28.01314034,165.7383163,652.7360229,22540.41102,1878.367585,2447.864032,1539.435515,1865.112648,1979.524974,164.9604145,606.7175438,259.5,1637.697998,1378.197998,201.8990405,22.11393016,64.45374726,222.5140566,-0.081929881,-0.089366749,0.742715107,104.2947164,0.420510397,45,1244.4,1244.4,180.3,2831,1,82.81212509,0.199952012,5.330720627,8.841877949,0.855794609,0.931776374,0,1.027753339,0,0,82.81212509,3,55294.70723,222.945132,216.8419891,3832.197754,980.3012143,113.3702494,2492,3.952519048,0.457102433,26522,1.465454805,106.9352039,0.590863088,15,0.060479152,4.331186105
NP0440303,Gandaki,Tanahu,Bhanu,1,184.4763858,84.39669868,28.05400038,166.4912016,657.5352478,22642.80342,1886.900285,2418.506308,1529.539522,1846.628067,2040.269175,170.0224312,720.9949797,353.2413025,1647.571167,1294.329865,215.3755904,19.07750923,60.6235441,142.5135211,0.097253661,-0.126805388,0.764633925,62.74615292,0.340131083,36,1262.2,1262.2,106.4,106.5,1,76.35903238,0,11.61036582,11.26016917,0.414848338,0.016162922,0,0.339421367,0,0,76.35903238,3,25035.76772,135.7125879,463.6253282,1462.580322,678.3025075,73.75845987,1691,3.676906964,0.399826024,16300,0.909819697,88.35819247,0.493190331,5,0.02710374,3.052233827
NP0440304,Gandaki,Tanahu,Bhimad,0,129.4897283,84.04279279,27.96550132,152.7428969,630.8067017,20773.03398,1731.086165,2307.061949,1458.844684,1740.737607,1704.212751,142.0177293,702.8518538,347.1932373,1343.91394,996.7207031,176.0563566,24.29662149,64.95015738,91.73133712,0.111633214,-0.003374307,0.168719286,52.62436881,0.406398017,18,1258.2,1258.2,247.3,1517.9,2,84.57707631,0.137909899,4.865154766,9.094391664,0.597609562,0.275819798,0,0.452038002,0,0,84.57707631,2,12780.0893,98.69577664,216.611683,1425.083984,627.0757921,66.29534478,2065,4.842668221,0.511973773,10098,0.5415599,77.98301946,0.418226146,6,0.046335722,1.093062013
NP0440401,Gandaki,Tanahu,Myagde,1,115.5152204,84.16582247,28.00037176,170.0222977,692.6434692,23123.03249,1926.919374,2558.313613,1619.433553,1954.103131,1964.959111,163.7465926,634.4848824,316.5,1081.977173,765.4771729,144.9710096,23.90683768,64.53388241,164.8065276,0.011996362,-0.044173836,0.271909638,43.41395362,0.37582886,21,1258.2,1258.2,247.3,1517.9,1,88.42576645,0.120564933,3.263864967,6.519118154,0.47364795,0.258353427,0,0.93868412,0,0,88.42576645,2,17136.53984,148.3487612,285.6089973,4923.855469,417.3551524,51.87381564,1194,3.61298841,0.449064768,8285,0.436757208,71.72215031,0.378094944,13,0.112539282,0.763770456
NP0440402,Gandaki,Tanahu,Ghiring,0,126.5381908,84.0519396,27.89312576,166.6467619,746.2892151,22663.95962,1888.663301,2556.619658,1578.27949,1914.018707,1823.805658,151.9838048,562.536817,261.5,1140.599609,879.0996094,163.7841021,22.84042175,62.0843518,160.3908757,0.050147073,-0.140758404,0.056563696,53.47693658,0.422614993,21,1258.6,1258.6,174.2,11290.7,2,88.23162653,0.537760112,1.660042086,7.442911698,0.101317123,0.529966487,0,1.496375964,0,0,88.23162653,2,7555.530805,59.70948975,87.85500936,2055.487549,447.8116893,60.78595627,1246,3.538944936,0.480376366,6943,0.285091951,54.86881042,0.225301112,3,0.023708257,3.93534113
NP0440403,Gandaki,Tanahu,Rhishing,1,215.3251345,84.2197873,27.89810654,164.1940892,658.6639404,22330.39613,1860.866344,2515.629305,1496.896781,1830.125982,1861.992212,155.1660177,642.7066741,225,1273.254028,1048.254028,202.9856603,27.20069343,73.41168152,184.3737445,-0.005642276,-0.073769842,1.215526568,83.18587623,0.386326828,44,1258.2,1258.2,247.3,1517.9,1,91.26244928,1.383253412,1.950387311,4.00682405,0.129103652,0.253596459,0,1.014385835,0,0,91.26244928,1,6352.546749,29.5021144,97.73148845,424.2397461,598.0431031,0,1424,2.777395703,0,10696,0.376670721,49.67371796,0.174931144,16,0.074306235,1.819019783
NP0440404,Gandaki,Tanahu,Bandipur,1,101.6411859,84.39389786,27.91884541,141.527613,567.8544464,19247.75537,1603.979614,2105.97722,1257.016382,1546.284298,1646.367824,137.1973187,717.1164146,228,1628.524658,1400.524658,227.9034757,24.8179782,67.20754613,263.3608988,-0.059670182,-0.006945346,0.451589648,44.3975515,0.436806705,26,1227.6,1227.6,169.1,3000.1,1,82.36849838,0.470173376,4.447056519,11.27436576,0.66607895,0.156724459,0,0.617102557,0,0,82.36849838,2,11829.37434,116.383671,537.6988338,2309.022217,337.2863354,38.58319023,841,3.318402205,0.379601929,7477,0.370494502,73.56269934,0.364512179,6,0.059031188,2.4714486
NP0440405,Gandaki,Tanahu,Aanbu Khaireni,1,128.1093128,84.48562395,27.8754821,140.5474447,577.090686,19114.45248,1592.87104,2066.429391,1284.719822,1555.27627,1623.704208,135.308684,872.6902566,203,2126.501465,1923.501465,395.2953413,31.66747365,69.83797268,135.8114041,0.057324945,-0.058972014,1.456740791,64.16184402,0.500836689,32,1227.6,1227.6,169.1,3000.1,1,85.96422713,0.679528236,7.099898461,4.030305397,0.734202921,0.226509412,0,1.265328439,0,0,85.96422713,2,11446.15334,89.34677023,187.641858,420.4153748,334.2798415,17.50087902,779,2.609332875,0.136608952,6907,0.408046865,53.91489384,0.3185146,1,0.007805834,6.067659079
NP0440406,Gandaki,Tanahu,Devghat,1,159.6121942,84.37203567,27.81035276,149.1256481,631.557019,20281.08814,1690.090678,2270.232819,1357.982636,1686.265402,1692.615472,141.0512893,666.3573187,182,1632.378784,1450.378784,325.4108689,29.82500716,70.54479465,149.4851121,0.004443831,-0.007539647,1.138817888,62.04091063,0.388697812,32,1227.6,1227.6,169.1,3000.1,1,90.77836824,0.343857455,1.337918099,4.40137543,0.162550797,0.556423882,0,2.419506096,0,0,90.77836824,1,12446.66012,77.98063415,144.7286061,730.6029053,341.2874414,7.899726411,843,2.138229119,0.049493251,6646,0.269814893,41.63842263,0.169044035,3,0.018795556,3.561568426
NP0441301,Gandaki,Syangja,Putalibazar,1,147.4598017,83.89281885,28.09838844,189.7877026,687.1531576,25811.12755,2150.927296,2750.740427,1794.373688,2128.228816,2302.147007,191.8455839,1063.404243,553.5180664,1928.253174,1374.735107,227.8868289,25.74535029,70.04402392,144.0535179,0.015442215,-0.021296188,0.40980273,60.89014018,0.412927045,28,1406.3,1406.3,170.7,170.7,2,83.45226875,0,7.082267403,8.206543692,0.370270634,0.814595395,0,0.074054127,0,0,83.45226875,3,2742.084885,18.59547384,58.34223159,177.7053986,408.2490204,79.88579655,685,2.768544482,0.541746263,9820,0.545049847,66.59442022,0.369626054,19,0.128848675,1.779650345
NP0441302,Gandaki,Syangja,Bhirkot,1,78.38193264,83.77245875,28.03969033,182.1761175,727.0267029,24775.95198,2064.662665,2772.228026,1697.377774,2023.320667,2125.596399,177.1330333,1128.929691,634.7597656,1823.923828,1189.164063,269.406507,27.30528549,67.40062057,131.6285373,0.012937308,-0.011497807,0.474006303,27.00636873,0.34454839,18,1393,1393,149.5,320.1,1,81.10196327,0,8.448385054,9.246358455,0.215326156,0.557314756,0,0.430652312,0,0,81.10196327,3,2626.726776,33.51189091,656.681694,1282.654541,229.5492907,32.56992693,279,2.928599525,0.4155285,5961,0.331508961,76.05068922,0.422940529,28,0.35722518,0.23285773
NP0441303,Gandaki,Syangja,Galyang,1,122.9596923,83.67215411,27.95484145,150.719057,725.6487427,20497.79176,1708.149313,2373.663663,1450.310191,1826.206095,1651.474725,137.6228937,882.4100722,348.5,1811.352661,1462.852661,297.9915973,28.38116713,69.65305607,204.2745551,-0.085955847,-0.190596737,0.761863442,52.57149485,0.427550638,18,1363.5,1363.5,155.7,476,1,85.50243112,0.097244733,8.743922204,3.419773096,0.28363047,0.332252836,0,1.620745543,0,0,85.50243112,2,24137.19478,196.3016849,754.2873368,3349.219482,457.2874807,57.64897747,980,3.71900313,0.468844516,12456,0.557013623,101.3014896,0.453005056,20,0.162654929,1.405596867
NP0441304,Gandaki,Syangja,Walling,0,128.6422755,83.76677263,27.98429588,174.4266847,765.3814697,23722.02911,1976.83576,2687.01559,1674.770985,2050.707359,1931.1138,160.92615,1052.585359,527.9001465,1817.478271,1289.578125,230.2759776,27.56069484,66.04933044,158.9666248,0.030794038,-0.080081752,0.243729706,45.02217096,0.349979591,19,1363.5,1363.5,155.7,476,1,77.79664942,0,12.81556396,8.013587586,0.756581487,0.223886358,0,0.393731182,0,0,77.79664942,3,5730.649255,44.54716954,11.86469825,1225.012573,509.1038828,44.24369269,704,3.95751615,0.343928095,24676,1.193267616,191.8187463,0.927585906,14,0.108828921,0.566349202
