adm3_pcode,adm1_name,adm2_name,adm3_name,flood_label,area_km2,centroid_lon,centroid_lat,chirps_monthly_mean_mm,chirps_monthly_max_mm,chirps_total_mm_available_period,chirps_mean_annual_total_mm,chirps_max_annual_total_mm,chirps_mean_monsoon_total_mm,chirps_max_monsoon_total_mm,chirps_latest_12_month_total_mm,chirps_latest_12_month_mean_mm,elevation_mean_m,elevation_min_m,elevation_max_m,elevation_range_m,elevation_std_m,slope_mean_degrees,slope_max_degrees,aspect_mean_degrees,aspect_sin_mean,aspect_cos_mean,nearest_river_distance_km,river_length_km,river_density_km_per_km2,river_intersection_count,hybas_dist_sink,hybas_dist_main,hybas_sub_area_km2,hybas_up_area_km2,landcover_tiles_used_count,lc_10_tree_cover_percent,lc_20_shrubland_percent,lc_30_grassland_percent,lc_40_cropland_percent,lc_50_built_up_percent,lc_60_bare_sparse_vegetation_percent,lc_70_snow_and_ice_percent,lc_80_permanent_water_bodies_percent,lc_90_herbaceous_wetland_percent,lc_100_moss_and_lichen_percent,dominant_landcover_percent,landcover_classes_over_5_percent,worldpop_population_sum,worldpop_population_density_per_km2,worldpop_population_mean_pixel_value,worldpop_population_max_pixel_value,osm_road_length_km,osm_major_road_length_km,osm_road_segment_count,osm_road_density_km_per_km2,osm_major_road_density_km_per_km2,osm_building_count,osm_building_footprint_area_km2,osm_building_density_per_km2,osm_building_footprint_percent,osm_place_count,osm_place_density_per_km2,osm_nearest_place_distance_km
NP0216404,Madhesh,Siraha,Aurahi,0,35.804788,86.30651897,26.64221681,113.4366718,547.4006653,15427.38737,1285.615614,1828.15265,1105.687175,1384.702843,1303.869761,108.6558134,80.65383149,70.73518372,96.98636627,26.25118256,4.241098407,1.061017594,12.50021936,216.2471072,-0.090658941,-0.123656286,0.133427012,4.865941192,0.135901969,2,749,749,122.7,251.8,1,5.793103448,0,1.544827586,88.63448276,3.696551724,0.193103448,0,0.137931034,0,0,88.63448276,2,43580.88851,1217.180465,191.986293,916.194519,91.1302587,10.93154263,245,2.54519755,0.30530952,6462,0.30562517,180.4786555,0.85358743,1,0.027929226,1.389717398
NP0216405,Madhesh,Siraha,Bariyarpatti,0,37.64655065,86.36701392,26.63023134,122.9586442,611.9415283,16722.37562,1393.531301,1947.931036,1191.69077,1455.142181,1438.30773,119.8589775,84.07140359,73.5,98.03840637,24.53840637,3.060218161,1.285842699,12.21313223,208.7724202,-0.075631606,-0.137730382,0.255369458,16.75607379,0.445089218,3,763,763,229.3,229.3,1,7.307998937,0,2.285410577,85.67632208,4.411373904,0.292319957,0,0.026574542,0,0,85.67632208,2,40064.3716,1064.224236,242.8143733,980.9174805,110.6054202,15.9551686,299,2.937996131,0.423814887,6856,0.331380947,182.1149582,0.880242522,2,0.053125717,1.221530575
NP0216406,Madhesh,Siraha,Laxmipur Patari,0,42.24928129,86.41233721,26.66880245,123.1983364,630.4721069,16754.97375,1396.247812,1968.136256,1186.771346,1466.76799,1419.855747,118.3213122,95.76287004,83.20305634,116.8269958,33.62393951,6.216332181,1.138173391,12.41455886,197.8211938,-0.072570302,-0.225743101,0.463356997,18.34507182,0.43421027,3,763,763,229.3,229.3,1,8.051148473,0,0.876154393,86.24200805,4.025574236,0.663035757,0,0.142079091,0,0,86.24200805,2,39992.77563,946.5906736,176.1796283,564.5523682,120.4189673,0,294,2.850201556,0,6838,0.383483283,161.848907,0.907668182,1,0.023669042,1.81980065
NP0216407,Madhesh,Siraha,Nawarajpur,0,32.11325696,86.43264646,26.6078892,123.7283236,580.8713786,16827.05202,1402.254335,1913.854435,1196.404524,1458.322922,1457.906318,121.4921932,86.47155343,76.12352753,105.9616318,29.83810425,4.009236803,1.342833807,13.16822898,213.3198058,-0.083332904,-0.126766706,0.714110506,19.25964497,0.599741253,1,700.9,700.9,397.2,397.2,1,8.172778123,0,0.839030454,86.97949037,3.822249845,0.186451212,0,0,0,0,86.97949037,2,20857.38821,649.4946383,74.75766384,193.961731,97.44095296,7.939258769,215,3.034290577,0.247226832,5366,0.282789848,167.0961001,0.880601579,2,0.062279575,2.43091447
NP0216408,Madhesh,Siraha,Sakhuwa Nankarkatti,1,32.77765959,86.46918557,26.63679452,0,0,0,0,0,0,0,0,0,93.36777194,84.83722687,109.7946243,24.95739746,3.661705177,1.197258983,18.88022085,213.8420587,-0.073349406,-0.109394237,1.971571704,15.89635728,0.484975361,1,748.1,748.1,132,369,1,9.286798179,0,4.64339909,75.23520486,3.641881639,6.130500759,0,1.062215478,0,0,75.23520486,3,30148.99975,919.8033088,79.33947302,354.0691528,96.79504034,12.80796803,211,2.953079675,0.390752976,4740,0.24743028,144.6106909,0.754874764,2,0.061017169,1.380083205
NP0216409,Madhesh,Siraha,Bhagawanpur,0,32.96439781,86.4718522,26.58608945,125.785072,570.4910889,17106.7698,1425.56415,1953.309134,1215.681749,1480.605591,1488.018584,124.0015487,85.29250166,77.5,100.7339859,23.2339859,3.051420154,1.16569449,13.52704578,201.645406,-0.047077527,-0.118629506,0.105999284,20.9450612,0.635384311,2,748.1,748.1,132,369,1,8.201701094,0,2.187120292,82.41190765,3.584447145,2.582017011,0,1.032806804,0,0,82.41190765,2,19282.7819,584.9578085,46.3528411,174.3712311,84.45376015,7.835987167,192,2.561968844,0.237710612,5762,0.29881924,174.7946386,0.90649082,1,0.030335758,1.699104148
NP0217201,Madhesh,Dhanusa,Janakpurdham,0,91.8585341,85.93425953,26.72569314,97.94420246,593.5254517,13320.41153,1110.034295,1699.660143,1020.643605,1395.967143,1112.992741,92.74939511,74.46758509,62.66623688,92.97990417,30.3136673,4.704544408,1.215444169,12.44117518,194.9799118,-0.03431017,-0.128227108,1.432187304,33.14513491,0.360828041,4,786.5,786.5,306.3,306.3,1,13.21354224,0,1.895474964,69.04787992,15.31719075,0.098608524,0,0.405390599,0.021913005,0,69.04787992,3,50946.92818,554.6237885,16.45041272,404.4867554,587.6390225,78.63246662,2303,6.397217507,0.856016998,42587,3.050272004,463.6150622,3.320619074,18,0.195953486,0.65134906
NP0217301,Madhesh,Dhanusa,Mithila,1,187.6885894,85.96471793,26.97899951,128.6202959,683.036204,17492.36025,1457.696687,2050.711685,1246.39049,1600.147135,1618.357232,134.8631027,271.6368265,109.8115768,717.7129517,607.9013748,105.2538587,7.101204708,49.34324381,200.570546,-0.104589438,-0.27869061,0.464394816,69.85409105,0.372180809,14,808.1,808.1,177.6,177.6,2,66.13461027,0.069167332,4.501197127,21.24501197,2.548550146,5.480180899,0,0.021282256,0,0,66.13461027,3,35398.74775,188.6036219,165.4147091,10263.10352,321.7320629,47.51506914,620,1.714180196,0.253159072,14839,1.010851531,79.06181218,0.538579108,29,0.154511258,2.877560404
NP0217302,Madhesh,Dhanusa,Ganeshman Charnath,1,243.9456996,86.12327361,26.93925942,130.6162518,715.9946289,17763.81025,1480.317521,2099.073996,1278.352901,1651.800494,1626.25872,135.52156,215.2622847,93.81017303,485.6191101,391.8089371,77.7711584,9.651312878,55.18943518,176.4059259,0.011046164,-0.175864003,0.92167495,82.30016236,0.337370827,22,801.4,801.4,193.7,1578.6,2,71.37816436,0.016411603,3.491568539,20.12883108,1.169326714,3.241291593,0,0.574406105,0,0,71.37816436,2,26165.61425,107.2599939,108.1223729,740.0765381,249.0068413,26.1766359,476,1.020747001,0.107305175,7460,0.505087127,30.58057597,0.207048998,5,0.020496365,2.256711154
NP0217303,Madhesh,Dhanusa,Chhireshwornath,0,50.78034827,85.97330806,26.84649964,113.8305238,656.7227478,15480.95123,1290.079269,1940.032359,1116.129877,1512.221222,1382.425382,115.2021152,110.9812044,86.75148773,158.3717041,71.62021637,13.81135872,1.370198797,13.91817451,199.071136,-0.097910047,-0.283208684,1.203142113,23.92564546,0.471159539,1,786.5,786.5,306.3,306.3,1,16.73895899,0.039432177,7.176656151,64.0181388,8.320189274,2.917981073,0,0.749211356,0.039432177,0,64.0181388,4,23656.99767,465.8691498,79.12039356,526.0082397,218.8012253,19.44237507,498,4.308777564,0.382872031,11394,0.783712851,224.3781382,1.543338866,19,0.37416049,1.786929038
NP0217304,Madhesh,Dhanusa,Dhanushadham,1,91.51408595,86.04302784,26.87416188,121.4668363,688.5928345,16519.48973,1376.624144,2047.448728,1183.852768,1583.100048,1500.960713,125.0800594,135.0139637,90.67008972,336.7991333,246.1290436,38.8375333,2.706774259,44.99514367,174.9307587,0.026447334,-0.298144159,1.17807923,22.13628288,0.241889351,5,786.5,786.5,361.4,361.8,1,31.42982168,0.010939722,5.49174051,58.7244284,3.238157751,0.853298326,0,0.240673887,0.010939722,0,58.7244284,3,36914.44269,403.3744347,187.3829578,576.2171021,203.0254767,33.20991937,293,2.218516139,0.362894073,10081,0.678002929,110.1579051,0.740872754,5,0.054636398,1.649608572
NP0217305,Madhesh,Dhanusa,Mithila Bihari,0,37.54583317,86.0010226,26.79743578,101.6310298,587.4143372,13821.82005,1151.818338,1743.211274,1021.499181,1379.494537,1199.534129,99.96117745,93.01770144,78.10792542,120.4824982,42.37457275,7.096571868,1.393761673,16.1581479,185.6008257,-0.021362931,-0.217843699,2.20426878,0,0,0,786.5,786.5,361.4,361.8,1,15.15795062,0,2.22989116,76.24104062,5.787098487,0.39819485,0,0.185824263,0,0,76.24104062,3,26419.91759,703.6710962,97.85154661,527.4256592,121.9857448,0.171429504,240,3.248982231,0.004565873,8389,0.546399027,223.4335821,1.455285395,11,0.292975254,0.153904915
NP0217306,Madhesh,Dhanusa,Sabaila,0,64.37823902,86.10217951,26.79872179,113.7350244,593.7421875,15467.96332,1288.996944,1865.914674,1102.739894,1419.700027,1395.593127,116.2994272,90.11959868,79.12407684,111.8501511,32.72607422,4.236443359,1.017535615,14.67418106,189.1288136,-0.02672253,-0.166298767,0.066661902,25.36384388,0.393981635,6,786.5,786.5,361.4,361.8,1,8.88372093,0,2.201550388,79.25581395,5.333333333,1.581395349,0,2.728682171,0.015503876,0,79.25581395,3,50029.16476,777.1129735,76.14789156,1513.506226,214.8199403,29.9990043,513,3.336840889,0.465980505,12852,0.84362361,199.6326739,1.310417344,8,0.124265592,0.957054155
NP0217307,Madhesh,Dhanusa,Hansapur,1,48.64533754,86.0274806,26.75799279,0,0,0,0,0,0,0,0,0,81.55348826,69.51816559,102.8931274,33.37496185,4.590692692,1.371307771,14.61982504,183.2063346,-0.00968275,-0.172845803,0.039503175,25.26010488,0.519270832,5,786.5,786.5,361.4,361.8,1,16.14027892,0,1.004922067,78.30188679,4.286300246,0.123051682,0,0.143560295,0,0,78.30188679,2,29990.48398,616.5130206,135.7035474,557.1897583,140.729611,18.81738472,181,2.892972238,0.386828125,7469,0.448613543,153.5398946,0.922212828,12,0.246683456,0.641015435
NP0217308,Madhesh,Dhanusa,Shahidnagar,0,57.28611979,86.10672126,26.73499975,113.696878,564.8594157,15462.77541,1288.564618,1853.569445,1116.692717,1420.705434,1350.782194,112.5651828,81.07571986,72.44086456,99.85335541,27.41249084,3.905119698,1.116360866,13.60131625,206.8990157,-0.056218057,-0.110816561,1.607431001,14.49759938,0.253073509,2,786.5,786.5,361.4,361.8,1,11.32273283,0,1.17071466,81.44329897,5.486632885,0.192206885,0,0.384413769,0,0,81.44329897,3,37753.27902,659.0301308,84.45923718,353.2504883,186.074198,16.39630334,501,3.248155028,0.286217733,9943,0.534231466,173.5673499,0.93256703,2,0.034912471,1.591828308
NP0217309,Madhesh,Dhanusa,Nagarain,0,38.9542748,85.92450517,26.6443482,88.96059923,481.1886597,12098.6415,1008.220125,1532.436932,929.448204,1237.933472,1033.273558,86.10612983,64.94087638,60.08068085,79.23921204,19.15853119,2.252372445,1.311813831,13.73789069,221.6057192,-0.045268589,-0.050976988,0.989838285,9.692014335,0.248804897,2,786.5,786.5,306.3,306.3,1,15.33110023,0,1.829425406,77.6603968,4.895645452,0.025766555,0,0.25766555,0,0,77.6603968,2,31714.09093,814.1363455,103.3032278,337.2630005,189.233421,6.705137526,521,4.857834526,0.172128414,8561,0.49838428,219.7704885,1.27940844,20,0.51342247,0.552525029
NP0217310,Madhesh,Dhanusa,Bideha,0,45.44632983,86.06032181,26.67893751,108.0243685,539.2048645,14691.31411,1224.276176,1816.036977,1085.770074,1411.149086,1234.274182,102.8561818,72.69269617,64.99363708,88.07984924,23.08621216,3.011410332,1.343944582,12.86538512,207.0683328,-0.033486499,-0.065527639,1.089431073,18.1194674,0.398700345,5,780.6,780.6,165,325.6,1,12.82785982,0,0.859598854,81.88230108,4.209830284,0.022040996,0,0.198368966,0,0,81.88230108,2,101910.7881,2242.442645,167.6164277,4485.439453,101.6414186,12.93406536,184,2.236515445,0.284600878,10540,0.415596911,231.9219184,0.914478491,1,0.022003977,1.291036078
NP0217311,Madhesh,Dhanusa,Kamala,0,65.74503475,86.15585577,26.69952877,110.06954,502.1587016,14969.45744,1247.454786,1753.364319,1083.661951,1348.996674,1278.059564,106.5049637,78.08645192,68.96037292,93.35558319,24.39521027,3.428751564,1.063267714,13.17706202,202.7934161,-0.024208119,-0.057607368,0.868271431,43.88502565,0.66750327,10,749,749,118.9,2112.9,1,11.12797935,0,9.093669349,67.96720814,4.736602399,2.550478215,0,4.524062547,0,0,67.96720814,3,26364.77184,401.0154065,71.83861536,1129.248779,177.7287372,15.42826012,428,2.70330281,0.234668066,11762,0.588483179,178.9032441,0.895099046,32,0.486728772,2.15642547
NP0217401,Madhesh,Dhanusa,Bateshwor,0,31.61777517,85.92269615,26.88504224,121.7998376,704.3650513,16564.77791,1380.398159,2040.826574,1190.832275,1604.842545,1488.78172,124.0651433,128.4303011,92.18679047,174.7352142,82.54842377,17.45237125,1.870449323,11.95407095,196.6433441,-0.093508482,-0.312803452,0.011383504,4.437350696,0.140343546,1,808.1,808.1,177.6,177.6,1,30.60520539,0.031357792,5.111320163,55.59736595,5.769833804,2.539981185,0,0.344935717,0,0,55.59736595,4,19725.02431,623.8587063,519.0795872,4103.972656,127.3399878,21.09355649,252,4.02748097,0.667142339,5377,0.363859833,170.0625667,1.150807833,19,0.600927798,0.579123212
NP0217402,Madhesh,Dhanusa,Laxminiya,0,30.61885222,85.93412585,26.79814897,103.9110312,595.7576904,14131.90025,1177.658354,1772.019997,1035.293481,1399.750145,1231.427558,102.6189631,89.43795698,78.89151764,105.7756729,26.88415527,4.849092496,1.213452455,12.03978671,208.6045185,-0.109076867,-0.200023593,1.757292922,3.3097453,0.108095015,1,786.5,786.5,306.3,306.3,1,13.47167325,0.032938076,2.832674572,75.65876153,7.575757576,0.362318841,0,0.065876153,0,0,75.65876153,3,19417.08144,634.1544518,16.89911353,525.6208496,133.4593499,18.49645675,369,4.358731313,0.604087202,3675,0.283533833,120.0240941,0.926010651,17,0.555213497,0.455335427
NP0217403,Madhesh,Dhanusa,Aurahi,1,25.52095825,86.01564562,26.71177324,109.7143107,578.4921265,14921.14626,1243.428855,1829.594154,1114.170774,1443.073822,1260.586223,105.0488519,73.24431834,68.87673187,84.50686646,15.63013458,1.953943491,1.202859044,13.12606133,209.3143476,-0.042921191,-0.076439804,1.520171435,5.172558912,0.202678867,3,786.5,786.5,361.4,361.8,1,15.21568627,0,0.941176471,78.82352941,4.784313725,0.039215686,0,0.196078431,0,0,78.82352941,2,16539.71094,648.0834605,73.83799526,384.6842346,66.19800802,15.12217814,133,2.593868435,0.59253959,6149,0.269809931,240.9392289,1.057209249,1,0.039183482,1.797738684
NP0217404,Madhesh,Dhanusa,Dhanauji,0,22.09892367,85.98316563,26.67725904,98.29025067,546.9943848,13367.47409,1113.956174,1685.404524,1013.918282,1350.930481,1109.851665,92.48763875,69.02407284,63.25859451,84.56524658,21.30665207,2.241791016,1.308526851,12.0999794,207.6621415,-0.0398486,-0.076022408,0.605246516,0,0,0,786.5,786.5,361.4,361.8,1,14.90711373,0,2.129587676,77.93384685,4.666968736,0.090620752,0,0.181241504,0.090620752,0,77.93384685,2,19833.3763,897.4815517,168.0794602,719.5632324,60.45710938,0.995838596,99,2.735749048,0.045062765,6701,0.259757651,303.2274377,1.175431234,3,0.135753218,0.919504381
NP0217405,Madhesh,Dhanusa,Mukhiyapatti Musaharmiya,1,26.80564683,85.87845558,26.60421486,95.53555066,512.2350464,12992.83489,1082.736241,1660.573082,983.2912584,1334.196426,1071.779085,89.31492372,61.5594257,55.70399857,73.11051178,17.40651321,2.101711111,1.509371099,12.49941008,235.8668311,-0.04822233,-0.032689701,0.673306213,10.65629776,0.397539288,3,786.5,786.5,306.3,306.3,1,21.09375,0,1.078869048,73.21428571,4.501488095,0.074404762,0,0,0.037202381,0,73.21428571,2,19306.6976,720.2474061,45.96832762,266.9385681,167.4118428,0,502,6.245394632,0,5287,0.305086141,197.2345615,1.138141313,17,0.634194732,0.427172992
NP0217406,Madhesh,Dhanusa,Janak Nandini,1,27.57427356,86.13368098,26.64459695,0,0,0,0,0,0,0,0,0,72.25170998,65.67588043,83.89263153,18.2167511,1.976854762,1.18759238,12.07481332,235.9835985,-0.056307206,-0.038003146,2.248079474,0,0,0,797.4,797.4,160.8,160.8,1,11.58202411,0,4.713189624,75.30142492,5.261234929,0.767263427,0,2.374862989,0,0,75.30142492,3,26312.22266,954.2308561,74.11893708,334.9605103,122.7830298,4.502000964,579,4.452811042,0.163268162,7983,0.369449435,289.5089868,1.339833791,2,0.072531376,2.16214112
NP0218301,Madhesh,Mahottari,Bardibas,1,315.2226984,85.85523283,27.03595387,130.1736263,653.0000793,17703.61318,1475.301098,2036.628695,1256.408383,1568.059247,1666.271854,138.8559878,322.0447686,101.9966202,787.9960327,685.9994125,145.2769295,8.251819256,56.32392653,198.8627004,-0.087226196,-0.255309103,1.116808236,141.0623571,0.447500633,24,823.5,823.5,180.7,180.7,2,66.87296625,0.051043195,4.150449818,21.65507561,1.764180438,5.477572896,0,0.028711797,0,0,66.87296625,3,46991.82067,149.0749902,150.6148098,3914.372314,656.3156131,51.05790632,1331,2.082069649,0.161974079,20484,1.354745871,64.98263006,0.429774213,53,0.1681351,0.279786612
NP0218302,Madhesh,Mahottari,Gaushala,0,144.590392,85.78147328,26.94946206,130.0135708,683.5220825,17681.84563,1473.487135,2120.555714,1267.074516,1655.888043,1632.0344,136.0028667,142.3033977,93.9566803,232.7787323,138.822052,29.44215623,1.761973596,21.51797042,202.6714967,-0.1385094,-0.331580619,0.210308304,87.89255084,0.607872692,13,823.5,823.5,180.7,180.7,2,38.63384956,0.193584071,3.947732301,49.77184735,3.284015487,4.113661504,0,0.055309735,0,0,49.77184735,2,52191.91381,360.9639139,219.2937555,4932.537109,461.5472594,54.65076901,662,3.192101861,0.377969575,13097,0.899125154,90.58001585,0.621842947,37,0.255895288,0.404071974
NP0218303,Madhesh,Mahottari,Aurahi,1,35.71841314,85.80062443,26.86588676,124.1608287,651.597229,16885.8727,1407.156058,2030.312769,1205.325652,1581.298889,1535.53561,127.9613008,100.0257541,82.65258789,132.0434113,49.39082336,8.081558986,1.160995466,13.39958006,203.5107441,-0.111454405,-0.256196195,1.780323459,14.78107052,0.41382215,2,783.5,783.5,244.2,549.1,1,12.89325843,0.084269663,5,75.81460674,5.168539326,0.814606742,0,0.224719101,0,0,75.81460674,4,28579.71965,800.1396796,110.7741072,435.3281555,164.0053553,54.36679694,271,4.591619304,1.522094409,6237,0.359049756,174.61582,1.005223146,18,0.50394176,1.034325187
NP0218304,Madhesh,Mahottari,Bhangaha,1,77.12684808,85.87201872,26.84934996,118.060766,661.4644775,16056.26418,1338.022015,1985.522886,1152.884974,1546.862162,1427.851557,118.9876297,99.66245406,80.32842255,141.0272675,60.69884491,10.63406176,1.078936757,14.5154922,197.2792183,-0.094378707,-0.303402696,0.443950592,41.39677585,0.536736258,9,808.2,808.2,126,257.6,1,11.59022606,0.026133542,5.383509735,76.38834444,3.750163335,2.077616621,0,0.770939501,0.013066771,0,76.38834444,3,37027.53618,480.0862099,172.2210985,1082.583862,278.3927262,30.11709987,616,3.609543669,0.390487886,9090,0.548554056,117.8577918,0.711236191,38,0.492694839,0.368404554
NP0218305,Madhesh,Mahottari,Ram Gopalpur,0,39.49742834,85.78349937,26.80998535,113.1657494,611.3661296,15390.54192,1282.54516,1900.268353,1100.90258,1475.934916,1365.517446,113.7931205,84.20205851,74.20903778,100.6075821,26.39854431,4.355770609,1.307866677,12.6704721,185.669465,-0.016166564,-0.16284619,1.432528737,13.43601424,0.340174406,2,783.5,783.5,244.2,549.1,1,16.86899342,0,2.857865453,74.63328275,4.855842185,0.581689428,0,0.202326758,0,0,74.63328275,2,26036.50552,659.1949555,108.4854397,413.4897461,134.4877623,21.71938555,246,3.404975157,0.549893663,5768,0.333558528,146.0348241,0.844506952,13,0.329135353,0.654439983
NP0218306,Madhesh,Mahottari,Manara Shisawa,0,49.68004966,85.75327105,26.7246859,114.1269179,611.4822693,15521.26084,1293.438403,1963.037651,1135.790766,1563.752228,1328.971968,110.747664,70.76211826,59.72164536,89.75959778,30.03795242,4.585377784,1.491053503,16.01668336,197.9036915,-0.031539463,-0.097626551,1.585009896,11.90318117,0.239596805,4,783.5,783.5,244.2,549.1,1,23.29236349,0,0.664920411,70.0382833,5.923836389,0.040298207,0,0.040298207,0,0,70.0382833,3,38555.62503,776.0786331,54.5341231,217.0358276,145.9853161,48.70222287,275,2.938509866,0.980317516,9173,0.509967341,184.6415224,1.026503284,19,0.382447283,0.590848385
NP0218307,Madhesh,Mahottari,Balawa,1,44.02837992,85.8193626,26.76845509,108.1313053,604.0966187,14705.85752,1225.488127,1854.563799,1079.226485,1482.390572,1259.529643,104.9608036,78.86580028,69.07537842,98.86717987,29.79180145,5.065163163,1.450072705,12.73215497,208.2538995,-0.069741873,-0.129774753,2.010632523,1.543397481,0.035054605,1,776,776,202.1,637.3,1,21.4708561,0,5.601092896,66.32513661,5.942622951,0.455373406,0,0.182149362,0.02276867,0,66.32513661,4,33882.45319,769.55939,179.2722391,1152.946289,202.4838704,16.50147726,464,4.598939838,0.374791834,11138,0.698386296,252.9731964,1.586218474,24,0.545102955,0.552220388
NP0218308,Madhesh,Mahottari,Loharpatti,0,50.00851459,85.86499749,26.76951381,102.4542788,578.1531372,13933.78191,1161.148493,1785.208785,1015.902378,1405.228775,1187.773863,98.98115528,79.07628708,65.90116882,97.13298035,31.23181152,4.762986579,1.288955188,15.35617568,191.3739444,-0.031674599,-0.157458033,0.546162583,19.25575723,0.385049574,4,808.1,808.1,177.6,177.6,1,18.83912432,0.040168709,4.980919863,70.97810805,4.780076321,0.28118096,0,0.100421771,0,0,70.97810805,2,32022.7923,640.3468001,61.93963694,368.8287964,219.1157587,20.97725635,588,4.381569029,0.419473694,10616,0.705127913,212.2838498,1.410015712,39,0.779867195,0.83328514
NP0218309,Madhesh,Mahottari,Jaleshwor,1,44.21108635,85.79951097,26.6466326,103.7835175,559.3098145,14114.55838,1176.213198,1804.783706,1053.831214,1458.328491,1178.032758,98.16939648,63.59004121,57.74137878,75.5100174,17.76863861,2.419243803,1.508334144,12.22763981,204.5110909,-0.027290553,-0.059852948,1.320841161,20.80881997,0.470669728,3,776,776,202.1,637.3,1,27.35527809,0,1.770715096,62.45175936,8.240635641,0.158910329,0,0.022701476,0,0,62.45175936,3,46272.91633,1046.63604,45.01256452,339.3098755,249.541843,43.52182623,720,5.64432733,0.98440979,17692,1.089239393,400.1711213,2.463724561,26,0.588087788,0.289144563
NP0218310,Madhesh,Mahottari,Matihani,0,28.98797705,85.85977285,26.64275285,0,0,0,0,0,0,0,0,0,63.68939416,56.77981186,75.76926422,18.98945236,2.177155899,1.341004531,13.12173251,192.0447457,-0.018367093,-0.086079769,1.186320618,7.407763456,0.255546065,1,786.5,786.5,306.3,306.3,1,17.94782609,0,1.495652174,74.33043478,6.086956522,0.034782609,0,0.069565217,0.034782609,0,74.33043478,3,24350.50473,840.0208364,85.74121384,348.7645264,162.1552643,21.77545542,513,5.593879974,0.751189204,4911,0.265271943,169.4150644,0.91511023,15,0.517455908,0.324309488
NP0218401,Madhesh,Mahottari,Sonama,1,57.72016669,85.72287894,26.866925,121.6050931,643.4957275,16538.29267,1378.191056,2023.293662,1180.975839,1573.71022,1522.899688,126.9083074,93.31539811,80.88950348,118.3862762,37.49677277,6.386609962,1.49905053,14.71833674,209.356821,-0.091857089,-0.163307712,0.132207013,5.591629039,0.09687479,2,816.8,816.8,184.8,184.8,1,22.68381714,0.069528941,2.346601773,71.26716496,3.215713541,0.417173649,0,0,0,0,71.26716496,2,28708.0633,497.3662577,38.95259607,132.7837677,169.2992568,31.04675995,287,2.933104086,0.537884101,7541,0.443455417,130.6475784,0.768285059,15,0.259874509,1.15003354
NP0218402,Madhesh,Mahottari,Samsi,0,21.55204575,85.74776887,26.80572542,0,0,0,0,0,0,0,0,0,83.11948762,75.08433533,102.4701691,27.38583374,4.66137071,1.670807301,12.52042416,197.2334065,-0.035162971,-0.113359188,1.257241985,8.654113502,0.401544874,1,783.5,783.5,244.2,549.1,1,23.96463471,0,0.37226617,67.752443,7.910656119,0,0,0,0,0,67.752443,3,26899.79156,1248.131703,63.14505062,603.4627075,68.39992098,10.18321981,140,3.173708972,0.472494348,6164,0.347251696,286.005332,1.611223824,12,0.556791691,0.529342257
NP0218403,Madhesh,Mahottari,Ekadara,0,23.97288222,85.76490989,26.68738611,110.5019171,587.7913208,15028.26072,1252.35506,1909.753509,1111.199083,1534.421265,1248.696292,104.0580244,66.3299511,60.75473404,78.644104,17.88936996,2.284256947,1.466496841,14.90178356,212.0370937,-0.049668136,-0.079371244,0.509059693,4.328070319,0.180540257,1,783.5,783.5,244.2,549.1,1,26.9343371,0,0.460058553,66.24843162,6.273525721,0.041823505,0,0.041823505,0,0,66.24843162,3,22959.22433,957.7164777,34.99881757,173.9051819,77.9046577,14.22284604,188,3.249699263,0.593288946,5756,0.313464311,240.1046293,1.307578739,14,0.583993192,0.458805662
NP0218404,Madhesh,Mahottari,Mahottari,0,28.05000072,85.81165058,26.70341647,0,0,0,0,0,0,0,0,0,68.88471255,63.43631744,84.45366669,21.01734924,2.837270666,1.455248224,15.14756299,196.0240991,-0.02689373,-0.093640915,0.963252541,12.85726643,0.458369558,1,776,776,202.1,637.3,1,22.51066856,0.035561878,1.244665718,70.09246088,5.903271693,0,0,0.213371266,0,0,70.09246088,3,21594.48327,769.8567814,74.2078463,380.0429993,90.55756697,10.67317137,216,3.228433678,0.380505208,5808,0.329944627,207.0588182,1.176273151,10,0.35650623,0.67389178
NP0218405,Madhesh,Mahottari,Pipara,0,39.93245427,85.86834012,26.69437425,101.7606817,597.3514709,13839.45271,1153.287726,1762.993526,1043.313065,1436.530273,1176.284227,98.02368561,69.22035526,61.95219803,85.00809479,23.05589676,3.314808052,1.406591066,16.54185173,181.9195612,-0.003146737,-0.093889845,1.419449887,6.317720325,0.158210169,2,776,776,202.1,637.3,1,21.39117427,0,1.171777612,71.67788581,5.509847918,0.124657193,0,0.124657193,0,0,71.67788581,3,25841.72262,647.1358472,51.37519409,197.1702881,186.2787726,39.1871356,553,4.664846577,0.981335516,8342,0.455424445,208.9027622,1.140486989,15,0.375634312,0.549316073
NP0219301,Madhesh,Sarlahi,Bagmati,1,101.1249952,85.47711633,27.07765402,137.941893,705.8114136,18760.09745,1563.341454,2167.177135,1353.192106,1721.872607,1700.398657,141.699888,134.9996061,93.96134186,631.3872681,537.4259262,67.66414448,3.412965711,58.84826455,210.0498796,-0.121648725,-0.210278798,0.823184307,43.12450449,0.426447531,11,880.4,880.4,222.8,223,1,32.05014313,0.345474287,4.224656993,52.62066923,2.487414865,6.218537163,0,2.053104333,0,0,52.62066923,3,31005.04139,306.6011655,53.82819686,291.6584473,428.1539217,21.43443843,974,4.233907955,0.211959846,16185,0.934784896,160.0494513,0.924385602,14,0.138442528,0.38905577
